3367	453 43
13214	20
788	293
4343	17 355 38
1664	126
6494	43 107
5140	17 38
11198	20 388
3507	95 132 108 683 61 130
9751	103
12424	71 749 94 132
8442	259
13912	43
1700	606 17 38
3746	351
2709	24
1542	24
5375	88 421
10118	79
6796	133 152 79 132
2647	107 26
1533	20
10962	11
6906	255
7123	17 18
11418	17 213 38
4820	126 34
4213	11 260 61
68	59 52
7551	114 103 107
2897	26 25 94
14468	66
4933	53 85
445	103
13618	306 256 506 169
2438	81
8433	841 421 425
6722	182 355 43
2203	6 4
8441	32 691
5680	17 38
12005	84 26 164
6573	5 6
729	193
8595	84 86 26 132
8241	52 51
14786	121
10203	38
10867	110
5760	183 182 127 272
12957	88
6828	71 133 127
6830	151
13583	126
2272	258 259 239
10315	11
1675	135 171 172
9506	39 353 354
11319	8 429 9 130
3710	38
1521	313 139 17 258
13793	61
9408	15 135 291 23
12187	365
3629	54
7661	236 578 26 778 111
12382	128
10302	490 79
7545	126 170
3120	11 260 61
14980	241
11209	707 17 359 261 23
11452	529 69 785
5331	139
10185	84 26 86
13134	497 140
5045	260 45 98 11 13 99 319 61
9777	8 619
11192	165 476
5644	529 10
8813	126 347 34 195
3344	32 226 132
11493	26
14266	295 12 10
9378	493
975	152
14349	53 804
2858	290 43 31
11527	6 142
3728	120 13 128
14705	183
10408	5
7801	11
8550	276 26 112 132
4104	126 445 446
2130	135 83 64 326
5858	17 213 473
10250	95 11 66
14799	537 135 142
1225	520 381
102	142
8760	647 14
107	583 9 8 156 130 132
4217	213 136
3714	551 38
14118	24
9227	530
7278	32
10866	88 560
798	56 123 190 613 105
4085	124 6 52
12461	395 26
14823	89 144 75 79 510 132
10458	32 628 34
5568	26
2231	328 25 26
13207	126 34
9263	517 242 43 38
3453	460 165 476 274
2143	139
11398	198
184	8 181
9894	95 143 11 13 188 10
9460	145 146 26
8643	612 105 613 798
7878	224 73
730	61
5943	24 26
2142	198 153
1581	28
7859	50
604	17 267
11292	32 224
12681	803 103 10 132
978	243 77 61
540	126
4547	80 193 194 195
5590	500 52 45
6302	126
11808	250 274
9377	9 110
11573	8 187
6352	71
4187	135
544	24 72 333
11617	183 43 51
8834	42
12531	6 4 631
4847	12 130
5840	26
873	6 735 375
13191	493
8739	6
11225	181 108 26
13277	20
4271	183 227 272
751	486 38
10600	374
1177	8 188 130
12633	105
14746	120 8 103 132
11511	122 152 79 86
9845	126 198 64 265
3902	11
12003	24 72 26
4872	61
8284	509
427	103
6836	26
7760	38
6532	53
1118	66 13 86
6597	895
11348	250
1136	11 295 61
2304	128
10881	135
615	8 268 130 132
7431	796
7777	124 45
3201	68 318
3844	135 43 31
2656	107 26
2547	20
10006	38 486 283 261 23
1834	71
13072	26
12816	103
3004	126
7173	54
7079	11 293 295 284
2196	24
4606	395
8531	53
7498	193
7230	8 197 9
12692	106 25 5
7632	383 11 10 319 130
14622	165 210 241
4608	622 148 73
6479	54
10739	53 439
6645	241 151 409
2817	365 231 126 34 268 621 170
9201	709 272
13755	428
14075	6
10218	95 12 11 13 188 128
3820	133 297 61
12455	259
2436	66 49
4964	54
4773	579 26
3411	261 23
3028	8 120 89 130
6346	165 723
11695	518 42 366 224 23 17
3126	239
10061	707 17 359 261 23
12051	107 26
7560	13
916	95 143 144 66 11 13 105 10 130
9353	159 342 98 158 26
10261	231 13
15045	230
2390	385
6379	292 14
7646	6 426 136 375
8063	54
9694	71
14777	26
1020	8 11
13748	500 52 45
7840	846 43 241
12898	135 43
13065	222
6882	365 83 465 64 180
2824	151
6960	17 625 467 38
13936	102
7594	351
14586	568 26
12724	102
11254	414
4076	338 339 14
10640	120 8 132 188 130
10246	
10143	135
7681	17 257
3246	221 198 921 839 153
12979	168
7222	120 130
6289	152 79
8037	26
12056	128 297 296 12
14206	11 293 295 99
6399	5 107
13590	84 85 86 26
4172	150 241
1867	460 165
5130	20 237
1511	43 38 23
5562	11
2183	612 85 105 798
4224	17 213
1830	14
6463	24 72 55 26
8467	103 529
10537	375
10013	54
11411	224 73
10719	43
15065	295 284
548	5
3940	163 31 43 337
7384	18 17 387 386
7706	26
5856	366 17 224 38 23
5431	17 38
6867	295
10474	248 583 14
11810	187 130
4866	248 908 26 154 132
11832	118
2644	8 587 110
6816	492 38 23
3948	66 49
6730	303 17 43 38
5782	8 340 130
7441	43
12338	24 72 235 333
6952	24 108 86
9135	345 66 746 118
6116	11
13777	11 293 61
11945	124 52 45
12906	224 122
11644	17 38
14681	193
6578	124
4956	8 123 154 188 181
10192	246 5
13340	311 312 142
8928	295 61
8146	884 739 261 23
2583	181 26
8168	45 52
3060	24 324
9368	195 193 194 662
12374	14
11758	265 221 198 153 877
10826	106 5
12676	9 8
11921	26
2214	514 26
13396	95 143 66 11 13 10
13272	61
9293	270 355
2811	103
10572	171
11717	80 81 307
13419	6 704
12696	135 14
12054	593
5026	382 17 38
12446	6 585
9333	96
6680	11
14625	230 103 104 130
12888	32
3904	128
13900	11 260 143
14573	120 130
6436	61
8261	103
1846	43
9806	118
6763	17 257 459
12148	53
93	24 72
8638	32
2661	422
12272	183 51
8191	423 198 153 64
1284	135
3551	452 26 97
14486	9 268
12453	104 144 11 230 103 130
4269	290 135 151 107 351
10172	407 241
14791	8 206
11473	26 104 112
6804	133
9533	11
11037	53 691
4273	43 107
7867	198
11305	198
10103	221 198 265
3165	103 98 10
6577	328 248 190 94 85 86 132
6059	20 237
1263	26
830	643 644 51 64 83
9413	504 142
14044	382 17 43 38
9093	154
8131	250 227 665
11453	335 102 460 210 589 165 306 211 349 515
10754	250 58
7003	32 199 226 25 26
9999	66
4250	82 644 83 64
14668	24
14762	241
14686	26
909	126
8659	17 38
4740	8 197 130
10948	14
14309	930 17 38
10420	183 250 270
6944	51 180
14442	698
2704	38
13962	684 21 259 412 258 17 475
12644	230
9023	27 163 28 30
14062	351
14130	107 26
5296	21 507 17 38
13475	345 66 746 118
8362	339 88
3617	103 301 10
14350	135 310 309 43 255
7969	17 213 214
5815	152 79
12950	17 781 750 23
11277	516
6387	129 26
2278	107 26
6870	123 236 26
6170	195 231 347 126
4441	24
13626	5
9859	8
12769	53 718
11672	122 148
1527	165
13027	17 257
3717	54
1013	579 26
2138	106 5
7295	704 5
252	71 190 127
13021	43 180
10473	246 494
12501	124 52 670
6710	135 119 559
15066	68 70
227	255
3399	135
11131	83 4
14905	13 160 112
12183	
10085	396 89 26 74 276
13228	247 494 561 23 538 100 615
10065	429
7059	782 186
8027	103
3241	206 74
10390	71 376 181 25 26
11799	17 38
2134	17 213
1199	24
11295	103
12747	54
14320	45 26
141	248 88
6367	139 17
1632	256 432 433 434
7701	106 25 5
12433	535 17 38
13405	449
14910	120 133 103 188 10
3413	93 14
6037	17 43 38
7279	156
7253	248 431 164
11889	85 86 26 83 132
13540	106
9583	71 72 86 25 26
6799	275 12 128
7504	43
4697	21 17 277 23
11742	53
5994	17 38
7665	89 112 79 152 715
3085	213 223
7779	120 641 26 12 128
15020	146 26
6654	26
3526	17 467 261 23
13923	250 21 737 709 271 183
13186	311 312 142
12135	8 9
13545	42 135 151 255 411
5261	153
7964	126 290 135
13331	61
12612	129 108 26
4121	0
5006	21 17 22 38 23
2474	168
7697	82 83 64
768	66
14899	103
6860	284 118
1191	11 95 13 10
3759	6 4
6028	311 42 312 6
1330	187 112 188 132
11525	61 110 11 98
6015	103
11736	158 205
7389	120 103 77
10988	88
3255	287 3 764 667 792 108 142 504 332 449 6 18 122 25 510
1697	135 151
3258	644 83 64
8021	340 324 26 235 861 132
7318	711 26
2856	17 38
7992	123 188 105
13016	126
9230	20
2351	8 103
6623	658 301 128 10 103 659 12
1279	106 25 5
10608	126
12654	410 477 38 241
2957	9 226 33 154 105 440 655 122
9345	8 9 331 130
11128	247 561 100 538 23
6222	6
1706	125
10612	24 72
6215	9 120 190 8 71 127 133
3521	26
2850	124
10078	135 351
5272	126 170
12910	32 199 610
4485	66 49
2273	459 215
6574	438 293
9790	61
7547	55 26
9175	9 61
10542	11 365 98 99 319 61
8112	183 272
8356	9
12175	116
336	5 107
13069	453 287 26
1397	17 38
9641	68 132 103 578
5289	312
14335	183 365
9161	17 257
14371	14
8871	71 133
7597	133 188
11710	292 14
3548	32
10439	165 476
4293	120 103 104 108 130
326	151
11499	257
11500	98 284 99
866	247 561 100 538 23
12836	66
2022	295 12 331
1110	43 300
12670	606 6 17 38
413	71 133 127
5863	95 99 8 11 10 295 61
13811	72 49
13715	14
3294	290 135 326
5597	809 919 88
7439	500 52 45
9693	11
14931	79 73
1375	142
4344	165
6473	51
8915	32 34 35
2090	71
3442	168
10599	26
4075	43
10436	26
11835	135 171 172
8237	26
7601	535 373 17 38
9516	114 103 104
2888	20 843
12832	868 122
9959	132
7528	175 267 17 677
10625	17 261 23
5660	224 23
7686	365 12 10 11 13 188 128
11873	66
5243	120 128 12 13
2344	8 57
4458	103 144 104 112
5903	11 148 622 122 73
2420	26
8264	84 26 300
6061	307
12361	303 17 38
1569	11
1233	17 257
7725	525 43
2534	315 17 316 38
11096	107
12222	9
7184	38
11187	335
4449	32 35
2009	275 13 760
14429	328
13840	95 12 11 13 10
8321	126
10161	105
8411	43
11150	550 40 126 42 151 172 163 135
5072	228
5671	145 146 26
4556	848 625 489 17 849 38
1556	8
13584	717 17 112
6497	139
2483	150 414
1352	25 41 26
3921	158
4924	9
3603	53
3897	107 26
14509	17 38
191	189 71 26 111 25
220	71 190
2783	351
510	211
12309	6
4825	6
9931	222
2730	10 177 174 12
1004	26
7731	313 139 17 662 258
1192	5 6
5586	258 139 17 259
2696	39 351
11828	52
2262	95 12 10
10030	183 633 227 635
7206	17 38
7037	17 257
8351	9
13332	43 337
158	49
8041	79
1308	103 29 85 12
13225	106 5
6265	52 51
11451	81 135
13070	8 123 156 154
329	8
12619	143 178 11 99 61
7163	197 529 77 10 132
5212	693 694
11681	135 171 172
14397	545 231 620 126 365 268 446 621
11313	9 71 8
1940	81
1163	120 9 103 61
10467	79
2609	66
4366	135 180
14983	529 10
10603	366 17 23
12264	328 71 25 108 26
11734	17 373 38 253
2684	783 11 10
4044	213 721 473
6257	133 26
14560	66 49 118
2673	132 777 26
10447	95 260 99 118 11 10 295 61
13497	220
13766	38
4405	213
14084	737 292
1571	9
5437	374 6 735 375
7395	26
13426	17 475 684 38
3266	8 95 10
5612	145 146 26
12918	401 17 317
3090	126 545 445 446
4708	124 52 261
1294	54
4809	517 151
9555	123 105
8192	245
11578	290 135
8253	32
1825	12 112 66 92 412 49 204 754
495	11 293
8311	198 153 265
5818	105
14892	71 26
8843	120 128
5556	68
2967	838 17 417 261 23
12315	8 9 254
5102	165 81
85	17 223 213
5239	529 132 112 10
1091	295 13 12
12314	43 272
10602	6
2477	30 140 96
14314	272
2943	14
14037	38
5785	112 66 12 132
186	68 70
12605	652 213 389 136 217 214 485 17
10862	17 38
536	103
6162	182 355 43 31
2437	8 534 331
13713	240 165 210 241
11597	71 137 189 190
1850	240 117 241
4476	103
7949	88 292
8862	20
4875	26
6570	152
14973	247 25
13806	17 267
287	61
7778	230 130
5141	71 108
5635	248 88
4594	107 14
5730	32 662 387
2156	13 118
7548	114 132 225
12592	366 17 23
12428	12 13 130
13249	17 38
6077	9 8
1872	27 96 496
11797	366
8376	6
3297	907 23 453 17 486 487
3580	124 704 119
3943	43
4376	106 5
13607	241
13670	17 18
996	98 26
7187	111 299
10293	20
1038	211
10823	290 31 151 43
7267	95 12 99 66 13 128 10
9962	366 17 650 23
494	45 52
4575	43
4342	88 31
11211	150 151
11728	87 88
8619	213 223 38
14040	142
10134	513 534 61
9274	26
4469	103
4873	151
90	21 17 475 38
5226	66 49
13634	9 624 365 61
13150	234
5468	11 144 99
6471	21 290 135 507 728
4118	9 922 187 496 111 98 156 593 603
14004	749 17 660 38
6834	6
6687	18
11395	153
3104	586 14
539	152 206
6737	168
14604	103
9743	126 445 446
3269	6 4
7112	228
11376	221 135 265
2210	743 150 135 151
9944	107 26
10634	13 12 118
1299	83 64
1911	397 132 152 79 75
4126	126 116
728	38
1494	38
1315	103 181
12059	32 34
12053	53
8724	24
12236	71 242 127
2932	66 118 12 13
4190	124
4080	667 112
13750	61
3112	32 226
13736	248 26 619 132
5313	351
2311	27 496 28 497 30 132
1226	135 171 151 172
10766	107
9384	54
13227	32 11
11371	195 193 194
10920	66 118 12 13
3084	5
13492	356
6579	496 94 28 111 26 132
8994	20
10579	9 8
3982	317
10539	20 281
6217	366
3501	18 17 264
1986	183 250 709
1848	295 77 61
7739	126 47
7246	17 38
2917	110
4385	89 79 111 578
10672	414
10873	43
14038	460 589 165 223
4009	61
8448	14
2363	816 148 73
5308	68 70 398
14034	260 99
7816	39 353 354
14562	698
2035	89 152 79
8908	53 583
7261	158 159
12489	133 105
1306	25 56 26
5588	8 145 123 26
10692	204 49
11172	89 259 64 258 17 83
5046	17 257
1287	77 26
4752	319 178 61
4391	139 258 15
3913	220 360
9922	17 38
9860	622 77 73
7671	174 128
12963	135 172
12727	453 43 437
6190	126 446
14970	414
1909	24
10217	427 42 165 211 102
4886	126
8262	153
1622	24
8287	123 70 190 105
13884	54
14933	55
1153	135 171 172
12757	71
940	126 34 268
14756	11 95 10
4934	11
13510	256 433
10585	126
14337	128
2000	103
6423	13 128
6631	66
3713	121 148 73
3124	14
2249	341 128 10
3835	106 25
4387	5
130	120 498 188
14215	107 26
9683	607 329 455 213 17
3204	433 434 432 256
12801	14
2335	180 42 51 52
10791	123 70 56 133 68 132
9866	133 103
10994	68 103
1640	17 373 38
8099	123 188 154 105
8335	323 61 295 12 10
6402	26
576	6 4 142
6304	622 746
10946	42
14203	287 579 26
14729	135
6317	0 681 96 393
10752	24 72 55 181 108 26 133
10601	89 152 79
4430	24 133
675	8 57 123
4496	128
14924	37
12697	27 28 497
10200	215 14
9660	250 270 271 272 274 183
8520	261
13358	114 702
13611	11 260 61
14837	17 136
5963	0 132 393 94
7829	139
5892	163 43 337
3335	183 250
3303	26
4931	17 18
5547	348 20
10231	150 43
1616	145 146 26
5359	135
2184	27 28 73
7618	381 38
2738	54
10971	27 28
9725	11 188 99 553 61
13964	103
8202	51
626	8 9 365
6421	26
2559	12 498 128 13 10
3674	356
222	256
2925	87
300	68 301
14944	66 118 12 13
2045	146 26
10669	20
4701	8 133
1171	43 192
6401	5
9856	28
14248	359 17 418 261 23
8539	374 6 670
13454	17 267
8060	153
13157	136
5412	88
10396	163 260 26
11854	135 66 438
11201	248 49 76 86
10148	24
9717	71 133 189 190
13144	133 118
5491	143 293 178 11 99 61
3306	213 136
13979	17 373 38 253
5287	18 17 264
7073	229
8662	32 107 26
9481	50
2591	139
6313	135 255
6561	66 49
10438	133 13
9139	133 242 26
3449	351
3975	124 45 52
1814	66
10017	18 17 238
5179	8 110
14987	197 103 529 77 130
83	258 259 239
1178	130 254
3687	123 714 105
10552	5 6
3224	24 340 236 512 582 94 86 26 132
12018	423 198 221 265
11591	529
6774	373
3987	20
4636	26
2381	79 397 74 75
6214	124 821 52
4034	133 128 132
7205	85 49 118
9686	146 26
6932	17 38
606	66
11108	279
3068	11 12 10
9657	328
8369	319 293
12598	8
7951	36 316
8038	153
9842	511
11272	36 37
13709	6 4 207
3192	314 315 17 316 317
1003	105
7068	24
8392	183 270 272
7627	17 373 38
7066	248 433 181 26 138 132
11857	51 52
260	151
3791	43
11678	187 381
529	79
734	43 64 83
8162	6
11704	45 64
4025	34
10541	152
4966	110
8415	5 6
6970	314 315 17 38
4419	118
6701	126 446
1635	553 99
13648	6 45
12102	42 83 64
11865	8 178 11 108
6727	66 13
2152	17 373 38 253
441	79 75
9010	443
7769	499 88
14785	140 132
11505	272
9575	79
14398	118 86
65	105
6521	54
12073	351
7624	53
9996	17 38
14216	133 110
13338	71 133
2918	66 118 12 13
2362	43
6703	270 26
2003	124 52 45
7146	6 426
10543	248 120 103 108 26
8902	66 49
6021	32 699 163 231 270 365 268 107 26
11817	724
3683	276 89 26 396
2504	228
10816	166
6219	61
14247	32 116
4810	
11914	126 107
1837	118 44 41 61
5297	8 319 11
4703	161 17 38
273	126 170
10295	351
2637	105
7458	290 38
3029	54
14098	61
12336	89 152 79
10239	125
1323	126
14959	27 28 653
10403	133 284 118
12277	128 10
11739	151
8282	6
7319	622 148 73
2433	248 120 181 188 132 130
4474	0 393
2350	32
8850	245
10786	53 421
14964	42 366 661 23 122 17
6488	153
9458	29 43
11042	8 123 188 154
2576	135
11456	38
7400	26
12163	126
2507	126
1231	71
6524	106
3742	8
7920	250
12983	120 66
13754	79 89 397
4509	88
14726	213 136
406	85 49
8113	394
6439	351
14292	314 315 17 38
9662	128
9756	38
537	183
1238	319 11 295 61
1913	340 71 190 26 127 188 133 132
6647	114 103 107
5764	123 132 89 105
4486	71 190 127
7140	529
3615	103
6715	17 23
4949	290 135
6435	17 257
502	327
13784	107 26
6268	26 25
1611	
13427	38
333	367
3866	88
13644	655 11 26 61
4769	66 49
10093	77 108
3636	17 38
10700	54
5306	54
7423	260 143 293 11 319 61
4760	8 188
1774	6 735
7750	8 110 188
740	93 25 26
9600	17 43
1311	53
765	258 17 239 389
10914	66 70 112
11458	34 38
9529	24 72 26
6373	9 130 110 8 61 132
9519	6 185 4
7309	26
3679	20
2116	92 545 135
9020	53
12465	123 105 190 798
8764	66 118 12 13
815	32
7505	28
4637	84 26 300 94
7129	9 26 452 97
11991	114
6603	71
2640	49 12 10
13657	38
13880	103 529
13977	26
4325	106
9800	9 123 56 105
4037	43 38
6030	34
5206	109
10863	248 832 88 377
1239	550 126 163 151 150 43 135
7770	17 267
14694	32 35
5311	351
8912	17 38
12031	21 135 255
2178	135
3083	66
9412	198 222
14704	42 306 506 256 169 307
4383	310 42 309 43
1653	105
11169	21 17 22 23
4654	6
9342	119 644 43 26
12545	26 25
3019	135 255
8496	126
2747	83 869 64 153
10598	24 86
8431	238 601 389 239 15 577 258 17
14236	43
1384	248 297
14115	303 107 26
14446	128
12558	124 821 52
6791	71
7525	351
7040	6 207
4336	13
11837	71 190 127
1304	260
1165	221 198 153 265
6091	258 239 222
5237	66 49
9107	29 188 105
11082	10
8304	93 14
10080	9 513 61
1363	80 193 194 195
9916	422
9172	107 26
6947	11
8388	17 492 261 23
14418	132 188 376
6233	39 351
14255	28
14099	183 272
4864	183 182 227 127
11637	103 9 300
7628	261
13575	114 702
11139	13
4231	88 111
14096	17 43 38
6981	365 180 11 391 99 61
13960	163 55 26
4012	24 72 342 73
11480	415 17 213 136 214
5638	427 380
7128	8
13086	17 38 325
1237	96 27 496 497 30 132
2486	133 12 13
10184	17 25 23
14667	183 633 227 635
5336	96 140
8385	46 132 9 8
8719	103 529 108 130
13901	118 49 12
11297	18 17 264
14748	270
5035	0 393 700
8998	6 779
5147	17 459 38
1812	126
4761	9 8
13005	211 305
14721	415 17 213 136 214
150	27 96 496 132
3554	38
5156	328 146 25 26
0	258 239
5136	331 10 128
6551	120 714 26
4141	17 38
2775	
2756	126
4446	38
13718	26
14606	180 86 9 365 11 391 99
7172	24 897 363 775
6717	26 25 568 13
534	103
12026	6
585	332 14
8923	17 38
14	188 11 99 61
6179	95 110 98 8 11 188
6881	103
9253	43
3859	88
12796	301 105
4815	66 49
5040	132
4939	135
1039	128
9489	365 231 620 126 34 268 621
3031	204 66 49
511	24
13704	89 135
13684	829 103
2678	213 223
10019	52 45
7201	153 768 423 812 221 265
9470	221 265
10009	365 231 620 126 268 621 446
14832	17
5944	53
146	142
13732	96
8249	18 17 264
12259	129
7380	181 26
11261	84 86 26
3222	106 25 5
7945	213
8882	26
13040	126
9951	83 43 64 31
6311	340 104 144 120 103 130 132
12381	83 337
6638	276 26
1023	26
3924	6 537 142
7283	5 6
991	66 49
7379	157 105 188 130
10957	25 26
2165	652 213 136 217 214 485 17
6011	24
6606	76
12385	24
7518	21 277 23
6587	43 38 437
932	113
3365	211
7325	120 128 12 13
14537	143 11 86 319 295
5847	390
13154	334 20
850	43
3355	26
712	26
9624	39 353 165 354
14884	235 17 38
1866	5 107
8966	54
6100	6 779
13954	11 293 61
8693	21 42 277 23
9998	24 72
9613	32 610
8482	235
12881	27 28 30 96 73
11273	119 6
4800	26
5466	107 26
268	556
1531	139 259
10338	276 112 26
14244	399 135 255
8116	133 9 188 61
1451	89 152 79
6410	247 270 26
3733	247 561 100 538 23
11590	24 72
4291	8 110
2247	107 89 26 480 105
8266	24
9886	126 116
1725	17 257
9978	453 43
13165	248 929 13
7762	133 25
3936	8 11 260
10798	99
11596	8 268 130 108
4241	107 26
5326	87
7537	120 187 152 831
14434	71
1229	730 617
7791	59 52
9928	103 104 9 605
8716	17 257
7371	26 376
6929	248 132 26
3154	77 129 56
12864	550 40 126 42 163 151 43 446 135
7493	183
7531	142 540 4 262
10446	351
555	32 126 394
639	495 3 5
9149	8
12463	224
12009	26
11287	795 745 112
3350	54
9582	86 26 377 132
5602	107 43 351
7523	24
7774	84 86 26
4290	121 341
9776	549 211
6481	61 130
5100	135 171 172
7411	53
12245	124 52
13322	220
10259	26
3353	275 383 12 120 128 103 132
2373	20
10939	108 26
14085	49 26
8889	247 25
14809	135
13871	79 578
2525	153
7844	17 38
3460	106 25 449
3181	743 135
2991	83 64 43
11345	12
1582	556
302	17 42 213
8749	8 132 130 61
7239	103 529
9282	17 267
10292	17 213 217
1455	53 421 891
5672	123 154 105
7405	169
12280	6
708	83 64
303	39 351 353 79 493 354
3790	32 34 35
13362	195 17 38 150
7402	32 226
4304	258 412 259 38
11137	17 418 417 261 23
7534	61 319 383 243
1056	8 130
6738	103
7343	71 9 103 127
1692	95 11 98 13 10
5577	71 85 341 188 132
10902	135
10434	32 117
7322	294 130 534 61
12902	106
11524	8
14071	54
2270	26
2662	17 267
770	9
10209	96 140 496
148	29 13 86
1479	79
6697	66 112
8396	114 103 104
14373	126 387 170
14263	81
11407	8 340 187 188
7275	107 26
1346	53 87
13263	6 504 142
2934	290 43 31
14340	66
13606	52 51
4167	43 442
8524	443 43
10848	514 26
1066	39 351
8549	79
5253	43 107
6795	26 29 112 132
13094	220
797	17 89 38
7985	246
758	107 26
1950	220 17 38 325
12197	68 174 301
10464	124 43 52
4490	20
157	106
1896	49 118
4431	26
11034	221 198 153 64 265
4932	4 262
8711	54
3352	881 43
12138	24 72
14471	303 26
6469	197 174
3818	224 206 806
5592	275 10 144 128 132
7472	38
8765	99 11 86 61
13259	103 10
13528	675 151 255
8055	8 188
13379	26
8159	53 737 754
10122	8 619
7570	54
2605	95 12 99 295 61
12792	95 11 66
9352	26
5882	241 407 126 34 409 410 170
4176	32 26 66 118
2460	87
51	106 25
10836	248 275 128 85 86 608 132
6156	53
2961	88 233
423	17 739 23
6429	222
2141	83 64 65
12830	282
8870	86 128
9216	261
12894	126
1415	38
4522	12 301 11 527 10
6786	8 612 105
2096	152 79
10165	17 38
9337	61
9392	124 500
6070	32
1492	54
7127	163 40 14
9447	537 142
12109	28 30
10462	578 111 128 86
11534	20
14087	42 89 83 64 666
11572	69 398
8769	87 339
9217	25 333 107 26
9885	6
6984	17 38
14319	71
12614	71
9780	143 10 319 61
6323	365 11 391 584 99 319 553 61
4569	26
521	103 230 130
9486	118
11646	32
12919	43 579
6185	4
9297	768 198 153 265
1482	14
11020	449
10935	241 409
4785	80 81
8105	106 25 5
13217	235 8 156 236 26
6455	133 13 12
11024	17 38
12555	8 120 130
6348	266 267
13976	211
12996	152 79 73
4100	401 17 317
2515	151
8941	274
13760	54
4943	124 52 788
1388	118 66 94
14816	80 81
3106	178 295
3509	156 154
10764	275 12 10
11659	171
1406	6 47
13556	80 81
2836	275 128
1262	81
14324	24
10680	9 8
3329	114
9071	105
5080	26 164
11599	24 108
14519	125
12042	460 165 476
8529	61
6266	4
